1 1.41421  0.346574 0.346574
2636 inf  inf inf
2637 inf  inf inf
2638 inf  inf inf
2639 inf  inf inf
2640 inf  inf inf
2641 inf  inf inf
2642 inf  inf inf
2643 inf  inf inf
2644 inf  inf inf
2645 inf  inf inf
2646 inf  inf inf
2647 inf  inf inf
2648 inf  inf inf
2649 inf  inf inf
2650 inf  inf inf
2651 inf  inf inf
2652 inf  inf inf
2653 inf  inf inf
2654 inf  inf inf
2655 inf  inf inf
2656 inf  inf inf
2657 inf  inf inf
2658 inf  inf inf
2659 inf  inf inf
2660 inf  inf inf
2661 inf  inf inf
2662 inf  inf inf
2663 inf  inf inf
2664 inf  inf inf
2665 inf  inf inf
2666 inf  inf inf
2667 inf  inf inf
2668 inf  inf inf
2669 inf  inf inf
2670 inf  inf inf
2671 inf  inf inf
2672 inf  inf inf
2673 inf  inf inf
2674 inf  inf inf
2675 inf  inf inf
2676 inf  inf inf
2677 inf  inf inf
2678 inf  inf inf
2679 inf  inf inf
2680 inf  inf inf
2681 inf  inf inf
2682 inf  inf inf
2683 inf  inf inf
2684 inf  inf inf
2685 inf  inf inf
2686 inf  inf inf
2687 inf  inf inf
2688 inf  inf inf
2689 inf  inf inf
2690 inf  inf inf
2691 inf  inf inf
2692 inf  inf inf
2693 inf  inf inf
2694 inf  inf inf
2695 inf  inf inf
2696 inf  inf inf
2697 inf  inf inf
2698 inf  inf inf
2699 inf  inf inf
2700 inf  inf inf
2701 inf  inf inf
2702 inf  inf inf
2703 inf  inf inf
2704 inf  inf inf
2705 inf  inf inf
2706 inf  inf inf
2707 inf  inf inf
2708 inf  inf inf
2709 inf  inf inf
2710 inf  inf inf
2711 inf  inf inf
2712 inf  inf inf
2713 inf  inf inf
2714 inf  inf inf
2715 inf  inf inf
2716 inf  inf inf
2717 inf  inf inf
2718 inf  inf inf
2719 inf  inf inf
2720 inf  inf inf
2721 inf  inf inf
2722 inf  inf inf
2723 inf  inf inf
2724 inf  inf inf
2725 inf  inf inf
2726 inf  inf inf
2727 inf  inf inf
2728 inf  inf inf
2729 inf  inf inf
2730 inf  inf inf
2731 inf  inf inf
2732 inf  inf inf
2733 inf  inf inf
2734 inf  inf inf
2735 inf  inf inf
2736 inf  inf inf
2737 inf  inf inf
2738 inf  inf inf
2739 inf  inf inf
2740 inf  inf inf
2741 inf  inf inf
2742 inf  inf inf
2743 inf  inf inf
2744 inf  inf inf
2745 inf  inf inf
2746 inf  inf inf
2747 inf  inf inf
2748 inf  inf inf
2749 inf  inf inf
2750 inf  inf inf
2751 inf  inf inf
2752 inf  inf inf
2753 inf  inf inf
2754 inf  inf inf
2755 inf  inf inf
2756 inf  inf inf
2757 inf  inf inf
2758 inf  inf inf
2759 inf  inf inf
2760 inf  inf inf
2761 inf  inf inf
2762 inf  inf inf
2763 inf  inf inf
2764 inf  inf inf
2765 inf  inf inf
2766 inf  inf inf
2767 inf  inf inf
2768 inf  inf inf
2769 inf  inf inf
2770 inf  inf inf
2771 inf  inf inf
2772 inf  inf inf
2773 inf  inf inf
2774 inf  inf inf
2775 inf  inf inf
2776 inf  inf inf
2777 inf  inf inf
2778 inf  inf inf
2779 inf  inf inf
2780 inf  inf inf
2781 inf  inf inf
2782 inf  inf inf
2783 inf  inf inf
2784 inf  inf inf
2785 inf  inf inf
2786 inf  inf inf
2787 inf  inf inf
2788 inf  inf inf
2789 inf  inf inf
2790 inf  inf inf
2791 inf  inf inf
2792 inf  inf inf
2793 inf  inf inf
2794 inf  inf inf
2795 inf  inf inf
2796 inf  inf inf
2797 inf  inf inf
2798 inf  inf inf
2799 inf  inf inf
2800 inf  inf inf
2801 inf  inf inf
2802 inf  inf inf
2803 inf  inf inf
2804 inf  inf inf
2805 inf  inf inf
2806 inf  inf inf
2807 inf  inf inf
2808 inf  inf inf
2809 inf  inf inf
2810 inf  inf inf
2811 inf  inf inf
2812 inf  inf inf
2813 inf  inf inf
2814 inf  inf inf
2815 inf  inf inf
2816 inf  inf inf
2817 inf  inf inf
2818 inf  inf inf
2819 inf  inf inf
2820 inf  inf inf
2821 inf  inf inf
2822 inf  inf inf
2823 inf  inf inf
2824 inf  inf inf
2825 inf  inf inf
2826 inf  inf inf
2827 inf  inf inf
2828 inf  inf inf
2829 inf  inf inf
2830 inf  inf inf
2831 inf  inf inf
2832 inf  inf inf
2833 inf  inf inf
2834 inf  inf inf
2835 inf  inf inf
2836 inf  inf inf
2837 inf  inf inf
2838 inf  inf inf
2839 inf  inf inf
2840 inf  inf inf
2841 inf  inf inf
2842 inf  inf inf
2843 inf  inf inf
2844 inf  inf inf
2845 inf  inf inf
2846 inf  inf inf
2847 inf  inf inf
2848 inf  inf inf
2849 inf  inf inf
2850 inf  inf inf
2851 inf  inf inf
2852 inf  inf inf
2853 inf  inf inf
2854 inf  inf inf
2855 inf  inf inf
2856 inf  inf inf
2857 inf  inf inf
2858 inf  inf inf
2859 inf  inf inf
2860 inf  inf inf
2861 inf  inf inf
2862 inf  inf inf
2863 inf  inf inf
2864 inf  inf inf
2865 inf  inf inf
2866 inf  inf inf
2867 inf  inf inf
2868 inf  inf inf
2869 inf  inf inf
2870 inf  inf inf
2871 inf  inf inf
2872 inf  inf inf
2873 inf  inf inf
2874 inf  inf inf
2875 inf  inf inf
2876 inf  inf inf
2877 inf  inf inf
2878 inf  inf inf
2879 inf  inf inf
2880 inf  inf inf
2881 inf  inf inf
2882 inf  inf inf
2883 inf  inf inf
2884 inf  inf inf
2885 inf  inf inf
2886 inf  inf inf
2887 inf  inf inf
2888 inf  inf inf
2889 inf  inf inf
2890 inf  inf inf
2891 inf  inf inf
2892 inf  inf inf
2893 inf  inf inf
2894 inf  inf inf
2895 inf  inf inf
2896 inf  inf inf
2897 inf  inf inf
2898 inf  inf inf
2899 inf  inf inf
2900 inf  inf inf
2901 inf  inf inf
2902 inf  inf inf
2903 inf  inf inf
2904 inf  inf inf
2905 inf  inf inf
2906 inf  inf inf
2907 inf  inf inf
2908 inf  inf inf
2909 inf  inf inf
2910 inf  inf inf
2911 inf  inf inf
2912 inf  inf inf
2913 inf  inf inf
2914 inf  inf inf
2915 inf  inf inf
2916 inf  inf inf
2917 inf  inf inf
2918 inf  inf inf
2919 inf  inf inf
2920 inf  inf inf
2921 inf  inf inf
2922 inf  inf inf
2923 inf  inf inf
2924 inf  inf inf
2925 inf  inf inf
2926 inf  inf inf
2927 inf  inf inf
2928 inf  inf inf
2929 inf  inf inf
2930 inf  inf inf
2931 inf  inf inf
2932 inf  inf inf
2933 inf  inf inf
2934 inf  inf inf
2935 inf  inf inf
2936 inf  inf inf
2937 inf  inf inf
2938 inf  inf inf
2939 inf  inf inf
2940 inf  inf inf
2941 inf  inf inf
2942 inf  inf inf
2943 inf  inf inf
2944 inf  inf inf
2945 inf  inf inf
2946 inf  inf inf
2947 inf  inf inf
2948 inf  inf inf
2949 inf  inf inf
2950 inf  inf inf
2951 inf  inf inf
2952 inf  inf inf
2953 inf  inf inf
2954 inf  inf inf
2955 inf  inf inf
2956 inf  inf inf
2957 inf  inf inf
2958 inf  inf inf
2959 inf  inf inf
2960 inf  inf inf
2961 inf  inf inf
2962 inf  inf inf
2963 inf  inf inf
2964 inf  inf inf
2965 inf  inf inf
2966 inf  inf inf
2967 inf  inf inf
2968 inf  inf inf
2969 inf  inf inf
2970 inf  inf inf
2971 inf  inf inf
2972 inf  inf inf
2973 inf  inf inf
2974 inf  inf inf
2975 inf  inf inf
2976 inf  inf inf
2977 inf  inf inf
2978 inf  inf inf
2979 inf  inf inf
2980 inf  inf inf
2981 inf  inf inf
2982 inf  inf inf
2983 inf  inf inf
2984 inf  inf inf
2985 inf  inf inf
2986 inf  inf inf
2987 inf  inf inf
2988 inf  inf inf
2989 inf  inf inf
2990 inf  inf inf
2991 inf  inf inf
2992 inf  inf inf
2993 inf  inf inf
2994 inf  inf inf
2995 inf  inf inf
2996 inf  inf inf
2997 inf  inf inf
2998 inf  inf inf
2999 inf  inf inf
3000 inf  inf inf
3001 inf  inf inf
3002 inf  inf inf
3003 inf  inf inf
3004 inf  inf inf
3005 inf  inf inf
3006 inf  inf inf
3007 inf  inf inf
3008 inf  inf inf
3009 inf  inf inf
3010 inf  inf inf
3011 inf  inf inf
3012 inf  inf inf
3013 inf  inf inf
3014 inf  inf inf
3015 inf  inf inf
3016 inf  inf inf
3017 inf  inf inf
3018 inf  inf inf
3019 inf  inf inf
3020 inf  inf inf
3021 inf  inf inf
3022 inf  inf inf
3023 inf  inf inf
3024 inf  inf inf
3025 inf  inf inf
3026 inf  inf inf
3027 inf  inf inf
3028 inf  inf inf
3029 inf  inf inf
3030 inf  inf inf
3031 inf  inf inf
3032 inf  inf inf
3033 inf  inf inf
3034 inf  inf inf
3035 inf  inf inf
3036 inf  inf inf
3037 inf  inf inf
3038 inf  inf inf
3039 inf  inf inf
3040 inf  inf inf
3041 inf  inf inf
3042 inf  inf inf
3043 inf  inf inf
3044 inf  inf inf
3045 inf  inf inf
3046 inf  inf inf
3047 inf  inf inf
3048 inf  inf inf
3049 inf  inf inf
3050 inf  inf inf
3051 inf  inf inf
3052 inf  inf inf
3053 inf  inf inf
3054 inf  inf inf
3055 inf  inf inf
3056 inf  inf inf
3057 inf  inf inf
3058 inf  inf inf
3059 inf  inf inf
3060 inf  inf inf
3061 inf  inf inf
3062 inf  inf inf
3063 inf  inf inf
3064 inf  inf inf
3065 inf  inf inf
3066 inf  inf inf
3067 inf  inf inf
3068 inf  inf inf
3069 inf  inf inf
3070 inf  inf inf
3071 inf  inf inf
3072 inf  inf inf
3073 inf  inf inf
3074 inf  inf inf
3075 inf  inf inf
3076 inf  inf inf
3077 inf  inf inf
3078 inf  inf inf
3079 inf  inf inf
3080 inf  inf inf
3081 inf  inf inf
3082 inf  inf inf
3083 inf  inf inf
3084 inf  inf inf
3085 inf  inf inf
3086 inf  inf inf
3087 inf  inf inf
3088 inf  inf inf
3089 inf  inf inf
3090 inf  inf inf
3091 inf  inf inf
3092 inf  inf inf
3093 inf  inf inf
3094 inf  inf inf
3095 inf  inf inf
3096 inf  inf inf
3097 inf  inf inf
3098 inf  inf inf
3099 inf  inf inf
3100 inf  inf inf
3101 inf  inf inf
3102 inf  inf inf
3103 inf  inf inf
3104 inf  inf inf
3105 inf  inf inf
3106 inf  inf inf
3107 inf  inf inf
3108 inf  inf inf
3109 inf  inf inf
3110 inf  inf inf
3111 inf  inf inf
3112 inf  inf inf
3113 inf  inf inf
3114 inf  inf inf
3115 inf  inf inf
3116 inf  inf inf
3117 inf  inf inf
3118 inf  inf inf
3119 inf  inf inf
3120 inf  inf inf
3121 inf  inf inf
3122 inf  inf inf
3123 inf  inf inf
3124 inf  inf inf
3125 inf  inf inf
3126 inf  inf inf
3127 inf  inf inf
3128 inf  inf inf
3129 inf  inf inf
3130 inf  inf inf
3131 inf  inf inf
3132 inf  inf inf
3133 inf  inf inf
3134 inf  inf inf
3135 inf  inf inf
3136 inf  inf inf
3137 inf  inf inf
3138 inf  inf inf
3139 inf  inf inf
3140 inf  inf inf
3141 inf  inf inf
3142 inf  inf inf
3143 inf  inf inf
3144 inf  inf inf
3145 inf  inf inf
3146 inf  inf inf
3147 inf  inf inf
3148 inf  inf inf
3149 inf  inf inf
3150 inf  inf inf
3151 inf  inf inf
3152 inf  inf inf
3153 inf  inf inf
3154 inf  inf inf
3155 inf  inf inf
3156 inf  inf inf
3157 inf  inf inf
3158 inf  inf inf
3159 inf  inf inf
3160 inf  inf inf
3161 inf  inf inf
3162 inf  inf inf
3163 inf  inf inf
3164 inf  inf inf
3165 inf  inf inf
3166 inf  inf inf
3167 inf  inf inf
3168 inf  inf inf
3169 inf  inf inf
3170 inf  inf inf
3171 inf  inf inf
3172 inf  inf inf
3173 inf  inf inf
3174 inf  inf inf
3175 inf  inf inf
3176 inf  inf inf
3177 inf  inf inf
3178 inf  inf inf
3179 inf  inf inf
3180 inf  inf inf
3181 inf  inf inf
3182 inf  inf inf
3183 inf  inf inf
3184 inf  inf inf
3185 inf  inf inf
3186 inf  inf inf
3187 inf  inf inf
3188 inf  inf inf
3189 inf  inf inf
3190 inf  inf inf
3191 inf  inf inf
3192 inf  inf inf
3193 inf  inf inf
3194 inf  inf inf
3195 inf  inf inf
3196 inf  inf inf
3197 inf  inf inf
3198 inf  inf inf
3199 inf  inf inf
3200 inf  inf inf
3201 inf  inf inf
3202 inf  inf inf
3203 inf  inf inf
3204 inf  inf inf
3205 inf  inf inf
3206 inf  inf inf
3207 inf  inf inf
3208 inf  inf inf
3209 inf  inf inf
3210 inf  inf inf
3211 inf  inf inf
3212 inf  inf inf
3213 inf  inf inf
3214 inf  inf inf
3215 inf  inf inf
3216 inf  inf inf
3217 inf  inf inf
3218 inf  inf inf
3219 inf  inf inf
3220 inf  inf inf
3221 inf  inf inf
3222 inf  inf inf
3223 inf  inf inf
3224 inf  inf inf
3225 inf  inf inf
3226 inf  inf inf
3227 inf  inf inf
3228 inf  inf inf
3229 inf  inf inf
3230 inf  inf inf
3231 inf  inf inf
3232 inf  inf inf
3233 inf  inf inf
3234 inf  inf inf
3235 inf  inf inf
3236 inf  inf inf
3237 inf  inf inf
3238 inf  inf inf
3239 inf  inf inf
3240 inf  inf inf
3241 inf  inf inf
3242 inf  inf inf
3243 inf  inf inf
3244 inf  inf inf
3245 inf  inf inf
3246 inf  inf inf
3247 inf  inf inf
3248 inf  inf inf
3249 inf  inf inf
3250 inf  inf inf
3251 inf  inf inf
3252 inf  inf inf
3253 inf  inf inf
3254 inf  inf inf
3255 inf  inf inf
3256 inf  inf inf
3257 inf  inf inf
3258 inf  inf inf
3259 inf  inf inf
3260 inf  inf inf
3261 inf  inf inf
3262 inf  inf inf
3263 inf  inf inf
3264 inf  inf inf
3265 inf  inf inf
3266 inf  inf inf
3267 inf  inf inf
3268 inf  inf inf
3269 inf  inf inf
3270 inf  inf inf
3271 inf  inf inf
3272 inf  inf inf
3273 inf  inf inf
3274 inf  inf inf
3275 inf  inf inf
3276 inf  inf inf
3277 inf  inf inf
3278 inf  inf inf
3279 inf  inf inf
3280 inf  inf inf
3281 inf  inf inf
3282 inf  inf inf
3283 inf  inf inf
3284 inf  inf inf
3285 inf  inf inf
3286 inf  inf inf
3287 inf  inf inf
3288 inf  inf inf
3289 inf  inf inf
3290 inf  inf inf
3291 inf  inf inf
3292 inf  inf inf
3293 inf  inf inf
3294 inf  inf inf
3295 inf  inf inf
3296 inf  inf inf
3297 inf  inf inf
3298 inf  inf inf
3299 inf  inf inf
3300 inf  inf inf
3301 inf  inf inf
3302 inf  inf inf
3303 inf  inf inf
3304 inf  inf inf
3305 inf  inf inf
3306 inf  inf inf
3307 inf  inf inf
3308 inf  inf inf
3309 inf  inf inf
3310 inf  inf inf
3311 inf  inf inf
3312 inf  inf inf
3313 inf  inf inf
3314 inf  inf inf
3315 inf  inf inf
3316 inf  inf inf
3317 inf  inf inf
3318 inf  inf inf
3319 inf  inf inf
3320 inf  inf inf
3321 inf  inf inf
3322 inf  inf inf
3323 inf  inf inf
3324 inf  inf inf
3325 inf  inf inf
3326 inf  inf inf
3327 inf  inf inf
3328 inf  inf inf
3329 inf  inf inf
3330 inf  inf inf
3331 inf  inf inf
3332 inf  inf inf
3333 inf  inf inf
3334 inf  inf inf
3335 inf  inf inf
3336 inf  inf inf
3337 inf  inf inf
3338 inf  inf inf
3339 inf  inf inf
3340 inf  inf inf
3341 inf  inf inf
3342 inf  inf inf
3343 inf  inf inf
3344 inf  inf inf
3345 inf  inf inf
3346 inf  inf inf
3347 inf  inf inf
3348 inf  inf inf
3349 inf  inf inf
3350 inf  inf inf
3351 inf  inf inf
3352 inf  inf inf
3353 inf  inf inf
3354 inf  inf inf
3355 inf  inf inf
3356 inf  inf inf
3357 inf  inf inf
3358 inf  inf inf
3359 inf  inf inf
3360 inf  inf inf
3361 inf  inf inf
3362 inf  inf inf
3363 inf  inf inf
3364 inf  inf inf
3365 inf  inf inf
3366 inf  inf inf
3367 inf  inf inf
3368 inf  inf inf
3369 inf  inf inf
3370 inf  inf inf
3371 inf  inf inf
3372 inf  inf inf
3373 inf  inf inf
3374 inf  inf inf
3375 inf  inf inf
3376 inf  inf inf
3377 inf  inf inf
3378 inf  inf inf
3379 inf  inf inf
3380 inf  inf inf
3381 inf  inf inf
3382 inf  inf inf
3383 inf  inf inf
3384 inf  inf inf
3385 inf  inf inf
3386 inf  inf inf
3387 inf  inf inf
3388 inf  inf inf
3389 inf  inf inf
3390 inf  inf inf
3391 inf  inf inf
3392 inf  inf inf
3393 inf  inf inf
3394 inf  inf inf
3395 inf  inf inf
3396 inf  inf inf
3397 inf  inf inf
3398 inf  inf inf
3399 inf  inf inf
3400 inf  inf inf
3401 inf  inf inf
3402 inf  inf inf
3403 inf  inf inf
3404 inf  inf inf
3405 inf  inf inf
3406 inf  inf inf
3407 inf  inf inf
3408 inf  inf inf
3409 inf  inf inf
3410 inf  inf inf
3411 inf  inf inf
3412 inf  inf inf
3413 inf  inf inf
3414 inf  inf inf
3415 inf  inf inf
3416 inf  inf inf
3417 inf  inf inf
3418 inf  inf inf
3419 inf  inf inf
3420 inf  inf inf
3421 inf  inf inf
3422 inf  inf inf
3423 inf  inf inf
3424 inf  inf inf
3425 inf  inf inf
3426 inf  inf inf
3427 inf  inf inf
3428 inf  inf inf
3429 inf  inf inf
3430 inf  inf inf
3431 inf  inf inf
3432 inf  inf inf
3433 inf  inf inf
3434 inf  inf inf
3435 inf  inf inf
3436 inf  inf inf
3437 inf  inf inf
3438 inf  inf inf
3439 inf  inf inf
3440 inf  inf inf
3441 inf  inf inf
3442 inf  inf inf
3443 inf  inf inf
3444 inf  inf inf
3445 inf  inf inf
3446 inf  inf inf
3447 inf  inf inf
3448 inf  inf inf
3449 inf  inf inf
3450 inf  inf inf
3451 inf  inf inf
3452 inf  inf inf
3453 inf  inf inf
3454 inf  inf inf
3455 inf  inf inf
3456 inf  inf inf
3457 inf  inf inf
3458 inf  inf inf
3459 inf  inf inf
3460 inf  inf inf
3461 inf  inf inf
3462 inf  inf inf
3463 inf  inf inf
3464 inf  inf inf
3465 inf  inf inf
3466 inf  inf inf
3467 inf  inf inf
3468 inf  inf inf
3469 inf  inf inf
3470 inf  inf inf
3471 inf  inf inf
3472 inf  inf inf
3473 inf  inf inf
3474 inf  inf inf
3475 inf  inf inf
3476 inf  inf inf
3477 inf  inf inf
3478 inf  inf inf
3479 inf  inf inf
3480 inf  inf inf
3481 inf  inf inf
3482 inf  inf inf
3483 inf  inf inf
3484 inf  inf inf
3485 inf  inf inf
3486 inf  inf inf
3487 inf  inf inf
3488 inf  inf inf
3489 inf  inf inf
3490 inf  inf inf
3491 inf  inf inf
3492 inf  inf inf
3493 inf  inf inf
3494 inf  inf inf
3495 inf  inf inf
3496 inf  inf inf
3497 inf  inf inf
3498 inf  inf inf
3499 inf  inf inf
3500 inf  inf inf
3501 inf  inf inf
3502 inf  inf inf
3503 inf  inf inf
3504 inf  inf inf
3505 inf  inf inf
3506 inf  inf inf
3507 inf  inf inf
3508 inf  inf inf
3509 inf  inf inf
3510 inf  inf inf
3511 inf  inf inf
3512 inf  inf inf
3513 inf  inf inf
3514 inf  inf inf
3515 inf  inf inf
3516 inf  inf inf
3517 inf  inf inf
3518 inf  inf inf
3519 inf  inf inf
3520 inf  inf inf
3521 inf  inf inf
3522 inf  inf inf
3523 inf  inf inf
3524 inf  inf inf
3525 inf  inf inf
3526 inf  inf inf
3527 inf  inf inf
3528 inf  inf inf
3529 inf  inf inf
3530 inf  inf inf
3531 inf  inf inf
3532 inf  inf inf
3533 inf  inf inf
3534 inf  inf inf
3535 inf  inf inf
3536 inf  inf inf
3537 inf  inf inf
3538 inf  inf inf
3539 inf  inf inf
3540 inf  inf inf
3541 inf  inf inf
3542 inf  inf inf
3543 inf  inf inf
3544 inf  inf inf
3545 inf  inf inf
3546 inf  inf inf
3547 inf  inf inf
3548 inf  inf inf
3549 inf  inf inf
3550 inf  inf inf
3551 inf  inf inf
3552 inf  inf inf
3553 inf  inf inf
3554 inf  inf inf
3555 inf  inf inf
3556 inf  inf inf
3557 inf  inf inf
3558 inf  inf inf
3559 inf  inf inf
3560 inf  inf inf
3561 inf  inf inf
3562 inf  inf inf
3563 inf  inf inf
3564 inf  inf inf
3565 inf  inf inf
3566 inf  inf inf
3567 inf  inf inf
3568 inf  inf inf
3569 inf  inf inf
3570 inf  inf inf
3571 inf  inf inf
3572 inf  inf inf
3573 inf  inf inf
3574 inf  inf inf
3575 inf  inf inf
3576 inf  inf inf
3577 inf  inf inf
3578 inf  inf inf
3579 inf  inf inf
3580 inf  inf inf
3581 inf  inf inf
3582 inf  inf inf
3583 inf  inf inf
3584 inf  inf inf
3585 inf  inf inf
3586 inf  inf inf
3587 inf  inf inf
3588 inf  inf inf
3589 inf  inf inf
3590 inf  inf inf
3591 inf  inf inf
3592 inf  inf inf
3593 inf  inf inf
3594 inf  inf inf
3595 inf  inf inf
3596 inf  inf inf
3597 inf  inf inf
3598 inf  inf inf
3599 inf  inf inf
3600 inf  inf inf
3601 inf  inf inf
3602 inf  inf inf
3603 inf  inf inf
3604 inf  inf inf
3605 inf  inf inf
3606 inf  inf inf
3607 inf  inf inf
3608 inf  inf inf
3609 inf  inf inf
3610 inf  inf inf
3611 inf  inf inf
3612 inf  inf inf
3613 inf  inf inf
3614 inf  inf inf
3615 inf  inf inf
3616 inf  inf inf
3617 inf  inf inf
3618 inf  inf inf
3619 inf  inf inf
3620 inf  inf inf
3621 inf  inf inf
3622 inf  inf inf
3623 inf  inf inf
3624 inf  inf inf
3625 inf  inf inf
3626 inf  inf inf
3627 inf  inf inf
3628 inf  inf inf
3629 inf  inf inf
3630 inf  inf inf
3631 inf  inf inf
3632 inf  inf inf
3633 inf  inf inf
3634 inf  inf inf
3635 inf  inf inf
3636 inf  inf inf
3637 inf  inf inf
3638 inf  inf inf
3639 inf  inf inf
3640 inf  inf inf
3641 inf  inf inf
3642 inf  inf inf
3643 inf  inf inf
3644 inf  inf inf
3645 inf  inf inf
3646 inf  inf inf
3647 inf  inf inf
3648 inf  inf inf
3649 inf  inf inf
3650 inf  inf inf
3651 inf  inf inf
3652 inf  inf inf
3653 inf  inf inf
3654 inf  inf inf
3655 inf  inf inf
3656 inf  inf inf
3657 inf  inf inf
3658 inf  inf inf
3659 inf  inf inf
3660 inf  inf inf
3661 inf  inf inf
3662 inf  inf inf
3663 inf  inf inf
3664 inf  inf inf
3665 inf  inf inf
3666 inf  inf inf
3667 inf  inf inf
3668 inf  inf inf
3669 inf  inf inf
3670 inf  inf inf
3671 inf  inf inf
3672 inf  inf inf
3673 inf  inf inf
3674 inf  inf inf
3675 inf  inf inf
3676 inf  inf inf
3677 inf  inf inf
3678 inf  inf inf
3679 inf  inf inf
3680 inf  inf inf
3681 inf  inf inf
3682 inf  inf inf
3683 inf  inf inf
3684 inf  inf inf
3685 inf  inf inf
3686 inf  inf inf
3687 inf  inf inf
3688 inf  inf inf
3689 inf  inf inf
3690 inf  inf inf
3691 inf  inf inf
3692 inf  inf inf
3693 inf  inf inf
3694 inf  inf inf
3695 inf  inf inf
3696 inf  inf inf
3697 inf  inf inf
3698 inf  inf inf
3699 inf  inf inf
3700 inf  inf inf
3701 inf  inf inf
3702 inf  inf inf
3703 inf  inf inf
3704 inf  inf inf
3705 inf  inf inf
3706 inf  inf inf
3707 inf  inf inf
3708 inf  inf inf
3709 inf  inf inf
3710 inf  inf inf
3711 inf  inf inf
3712 inf  inf inf
3713 inf  inf inf
3714 inf  inf inf
3715 inf  inf inf
3716 inf  inf inf
3717 inf  inf inf
3718 inf  inf inf
3719 inf  inf inf
3720 inf  inf inf
3721 inf  inf inf
3722 inf  inf inf
3723 inf  inf inf
3724 inf  inf inf
3725 inf  inf inf
3726 inf  inf inf
3727 inf  inf inf
3728 inf  inf inf
3729 inf  inf inf
3730 inf  inf inf
3731 inf  inf inf
3732 inf  inf inf
3733 inf  inf inf
3734 inf  inf inf
3735 inf  inf inf
3736 inf  inf inf
3737 inf  inf inf
3738 inf  inf inf
3739 inf  inf inf
3740 inf  inf inf
3741 inf  inf inf
3742 inf  inf inf
3743 inf  inf inf
3744 inf  inf inf
3745 inf  inf inf
3746 inf  inf inf
3747 inf  inf inf
3748 inf  inf inf
3749 inf  inf inf
3750 inf  inf inf
3751 inf  inf inf
3752 inf  inf inf
3753 inf  inf inf
3754 inf  inf inf
3755 inf  inf inf
3756 inf  inf inf
3757 inf  inf inf
3758 inf  inf inf
3759 inf  inf inf
3760 inf  inf inf
3761 inf  inf inf
3762 inf  inf inf
3763 inf  inf inf
3764 inf  inf inf
3765 inf  inf inf
3766 inf  inf inf
3767 inf  inf inf
3768 inf  inf inf
3769 inf  inf inf
3770 inf  inf inf
3771 inf  inf inf
3772 inf  inf inf
3773 inf  inf inf
3774 inf  inf inf
3775 inf  inf inf
3776 inf  inf inf
3777 inf  inf inf
3778 inf  inf inf
3779 inf  inf inf
3780 inf  inf inf
3781 inf  inf inf
3782 inf  inf inf
3783 inf  inf inf
3784 inf  inf inf
3785 inf  inf inf
3786 inf  inf inf
